id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,penyebab_kematian,jumlah_kematian,satuan,tahun
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIARE,0,ORANG,2020
297,32,JAWA BARAT,3216,KABUPATEN BEKASI,MALARIA,0,ORANG,2020
298,32,JAWA BARAT,3216,KABUPATEN BEKASI,CAMPAK,0,ORANG,2020
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEMAM,0,ORANG,2020
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIFTERI,0,ORANG,2020
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAIN-LAIN,0,ORANG,2020
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PNEUMONIA,0,ORANG,2020
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIARE,0,ORANG,2020
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MALARIA,0,ORANG,2020
305,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CAMPAK,0,ORANG,2020
306,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEMAM,0,ORANG,2020
307,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIFTERI,0,ORANG,2020
308,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAIN-LAIN,0,ORANG,2020
309,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PNEUMONIA,0,ORANG,2020
310,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIARE,2,ORANG,2020
311,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MALARIA,0,ORANG,2020
312,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CAMPAK,0,ORANG,2020
313,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEMAM,0,ORANG,2020
314,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIFTERI,0,ORANG,2020
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAIN-LAIN,0,ORANG,2020
316,32,JAWA BARAT,3271,KOTA BOGOR,PNEUMONIA,0,ORANG,2020
317,32,JAWA BARAT,3271,KOTA BOGOR,DIARE,0,ORANG,2020
318,32,JAWA BARAT,3271,KOTA BOGOR,MALARIA,0,ORANG,2020
319,32,JAWA BARAT,3271,KOTA BOGOR,CAMPAK,0,ORANG,2020
320,32,JAWA BARAT,3271,KOTA BOGOR,DEMAM,2,ORANG,2020
321,32,JAWA BARAT,3271,KOTA BOGOR,DIFTERI,0,ORANG,2020
322,32,JAWA BARAT,3271,KOTA BOGOR,LAIN-LAIN,2,ORANG,2020
323,32,JAWA BARAT,3272,KOTA SUKABUMI,PNEUMONIA,0,ORANG,2020
324,32,JAWA BARAT,3272,KOTA SUKABUMI,DIARE,1,ORANG,2020
325,32,JAWA BARAT,3272,KOTA SUKABUMI,MALARIA,0,ORANG,2020
326,32,JAWA BARAT,3272,KOTA SUKABUMI,CAMPAK,0,ORANG,2020
327,32,JAWA BARAT,3272,KOTA SUKABUMI,DEMAM,0,ORANG,2020
328,32,JAWA BARAT,3272,KOTA SUKABUMI,DIFTERI,0,ORANG,2020
329,32,JAWA BARAT,3272,KOTA SUKABUMI,LAIN-LAIN,4,ORANG,2020
330,32,JAWA BARAT,3273,KOTA BANDUNG,PNEUMONIA,1,ORANG,2020
331,32,JAWA BARAT,3273,KOTA BANDUNG,DIARE,2,ORANG,2020
332,32,JAWA BARAT,3273,KOTA BANDUNG,MALARIA,0,ORANG,2020
333,32,JAWA BARAT,3273,KOTA BANDUNG,CAMPAK,0,ORANG,2020
334,32,JAWA BARAT,3273,KOTA BANDUNG,DEMAM,4,ORANG,2020
335,32,JAWA BARAT,3273,KOTA BANDUNG,DIFTERI,0,ORANG,2020
336,32,JAWA BARAT,3273,KOTA BANDUNG,LAIN-LAIN,3,ORANG,2020
337,32,JAWA BARAT,3274,KOTA CIREBON,PNEUMONIA,0,ORANG,2020
338,32,JAWA BARAT,3274,KOTA CIREBON,DIARE,0,ORANG,2020
339,32,JAWA BARAT,3274,KOTA CIREBON,MALARIA,0,ORANG,2020
340,32,JAWA BARAT,3274,KOTA CIREBON,CAMPAK,0,ORANG,2020
341,32,JAWA BARAT,3274,KOTA CIREBON,DEMAM,0,ORANG,2020
342,32,JAWA BARAT,3274,KOTA CIREBON,DIFTERI,0,ORANG,2020
343,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,0,ORANG,2020
344,32,JAWA BARAT,3275,KOTA BEKASI,PNEUMONIA,0,ORANG,2020
345,32,JAWA BARAT,3275,KOTA BEKASI,DIARE,1,ORANG,2020
346,32,JAWA BARAT,3275,KOTA BEKASI,MALARIA,0,ORANG,2020
347,32,JAWA BARAT,3275,KOTA BEKASI,CAMPAK,0,ORANG,2020
348,32,JAWA BARAT,3275,KOTA BEKASI,DEMAM,1,ORANG,2020
349,32,JAWA BARAT,3275,KOTA BEKASI,DIFTERI,0,ORANG,2020
350,32,JAWA BARAT,3275,KOTA BEKASI,LAIN-LAIN,0,ORANG,2020
351,32,JAWA BARAT,3276,KOTA DEPOK,PNEUMONIA,1,ORANG,2020
352,32,JAWA BARAT,3276,KOTA DEPOK,DIARE,0,ORANG,2020
353,32,JAWA BARAT,3276,KOTA DEPOK,MALARIA,0,ORANG,2020
354,32,JAWA BARAT,3276,KOTA DEPOK,CAMPAK,0,ORANG,2020
355,32,JAWA BARAT,3276,KOTA DEPOK,DEMAM,2,ORANG,2020
356,32,JAWA BARAT,3276,KOTA DEPOK,DIFTERI,0,ORANG,2020
357,32,JAWA BARAT,3276,KOTA DEPOK,LAIN-LAIN,4,ORANG,2020
358,32,JAWA BARAT,3277,KOTA CIMAHI,PNEUMONIA,0,ORANG,2020
359,32,JAWA BARAT,3277,KOTA CIMAHI,DIARE,0,ORANG,2020
360,32,JAWA BARAT,3277,KOTA CIMAHI,MALARIA,0,ORANG,2020
361,32,JAWA BARAT,3277,KOTA CIMAHI,CAMPAK,0,ORANG,2020
362,32,JAWA BARAT,3277,KOTA CIMAHI,DEMAM,0,ORANG,2020
363,32,JAWA BARAT,3277,KOTA CIMAHI,DIFTERI,0,ORANG,2020
364,32,JAWA BARAT,3277,KOTA CIMAHI,LAIN-LAIN,0,ORANG,2020
365,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PNEUMONIA,0,ORANG,2020
366,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIARE,0,ORANG,2020
367,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MALARIA,0,ORANG,2020
368,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CAMPAK,0,ORANG,2020
369,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEMAM,0,ORANG,2020
370,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIFTERI,0,ORANG,2020
371,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAIN-LAIN,16,ORANG,2020
372,32,JAWA BARAT,3279,KOTA BANJAR,PNEUMONIA,0,ORANG,2020
373,32,JAWA BARAT,3279,KOTA BANJAR,DIARE,2,ORANG,2020
374,32,JAWA BARAT,3279,KOTA BANJAR,MALARIA,0,ORANG,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,CAMPAK,0,ORANG,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,DEMAM,0,ORANG,2020
377,32,JAWA BARAT,3279,KOTA BANJAR,DIFTERI,0,ORANG,2020
378,32,JAWA BARAT,3279,KOTA BANJAR,LAIN-LAIN,9,ORANG,2020
